Date,Close,Volume
25/10/2012,22.6,76142000
26/10/2012,21.9,73175800
31/10/2012,21.1,99378200
01/11/2012,21.2,37713900
02/11/2012,21.2,38344400
05/11/2012,21.3,31806700
06/11/2012,21.2,29062700
07/11/2012,20.5,33396800
08/11/2012,20.0,34254600
09/11/2012,19.2,42295500
12/11/2012,20.1,67349200
13/11/2012,19.9,71775100
14/11/2012,22.4,229751000
15/11/2012,22.2,78857700
16/11/2012,23.6,107182200
19/11/2012,22.9,85021300
20/11/2012,23.1,46655300
21/11/2012,24.3,89862400
23/11/2012,24.0,29520900
26/11/2012,25.9,123865000
27/11/2012,26.2,85760600
28/11/2012,26.4,49205600
29/11/2012,27.3,88759700
30/11/2012,28.0,127049600
03/12/2012,27.0,123526100
04/12/2012,27.5,72869200
05/12/2012,27.7,58976300
06/12/2012,27.0,46001500
07/12/2012,27.5,51751900
10/12/2012,27.8,50608500
11/12/2012,28.0,77099100
12/12/2012,27.6,46704200
13/12/2012,28.2,81051600
14/12/2012,26.8,91631600
17/12/2012,26.8,57742500
18/12/2012,27.7,60512900
19/12/2012,27.4,61390300
20/12/2012,27.4,35574800
21/12/2012,26.3,54555200
24/12/2012,26.9,28230100
26/12/2012,26.5,33175400
27/12/2012,26.0,43481700
28/12/2012,25.9,56574800
31/12/2012,26.6,60374500
02/01/2013,28.0,69846400
03/01/2013,27.8,63140600
04/01/2013,28.8,72715400
07/01/2013,29.4,83781800
08/01/2013,29.1,45871300
09/01/2013,30.6,104787700
10/01/2013,31.3,95316400
11/01/2013,31.7,89598000
14/01/2013,31.0,98892800
15/01/2013,30.1,173242600
16/01/2013,29.9,75332700
17/01/2013,30.1,40256700
18/01/2013,29.7,49631500
22/01/2013,30.7,55243300
23/01/2013,30.8,48899800
24/01/2013,31.1,43845100
25/01/2013,31.5,54363600
28/01/2013,32.5,59682500
29/01/2013,30.8,72976500
30/01/2013,31.2,87682100
31/01/2013,31.0,190744900
01/02/2013,29.7,85856700
04/02/2013,28.1,92362200
05/02/2013,28.6,47948200
06/02/2013,29.0,38375900
07/02/2013,28.7,34540100
08/02/2013,28.5,37708800
11/02/2013,28.3,37361800
12/02/2013,27.4,93498700
13/02/2013,27.9,50164000
14/02/2013,28.5,35615800
15/02/2013,28.3,33109300
19/02/2013,28.9,49396400
20/02/2013,28.5,42098200
21/02/2013,27.3,49642300
22/02/2013,27.1,36350200
25/02/2013,27.3,34652000
26/02/2013,27.4,31611700
27/02/2013,26.9,44319700
28/02/2013,27.3,83027800
01/03/2013,27.8,54064800
04/03/2013,27.7,32400700
05/03/2013,27.5,40622200
06/03/2013,27.5,33532600
07/03/2013,28.6,74540200
08/03/2013,28.0,44198900
11/03/2013,28.1,35642100
12/03/2013,27.8,27569600
13/03/2013,27.1,39619500
14/03/2013,27.0,27646400
15/03/2013,26.7,31597400
18/03/2013,26.5,26653700
19/03/2013,26.5,25254200
20/03/2013,25.9,44006500
21/03/2013,25.7,24336100
22/03/2013,25.7,18456300
25/03/2013,25.1,39199000
26/03/2013,25.2,26957200
27/03/2013,26.1,52297400
28/03/2013,25.6,28585700
01/04/2013,25.5,22249300
02/04/2013,25.4,35153300
03/04/2013,26.3,48195200
04/04/2013,27.1,82016800
05/04/2013,27.4,64566600
08/04/2013,26.9,27256000
09/04/2013,26.6,21311100
10/04/2013,27.6,45949400
11/04/2013,28.0,33368500
12/04/2013,27.4,28697400
15/04/2013,26.5,30275400
16/04/2013,26.9,27365900
17/04/2013,26.6,26440600
18/04/2013,25.7,39059000
19/04/2013,25.7,20380900
22/04/2013,26.0,25687600
23/04/2013,26.0,25191500
24/04/2013,26.1,19729900
25/04/2013,26.1,17150000
26/04/2013,26.9,33018000
29/04/2013,27.0,29201100
30/04/2013,27.8,36245700
01/05/2013,27.4,64567600
02/05/2013,29.0,104257000
03/05/2013,28.3,58506400
06/05/2013,27.6,43939400
07/05/2013,26.9,41259100
08/05/2013,27.1,34654900
09/05/2013,27.0,33457200
10/05/2013,26.7,30847100
13/05/2013,26.8,29068800
14/05/2013,27.1,24930300
15/05/2013,26.6,30299800
16/05/2013,26.1,35499100
17/05/2013,26.3,29462700
20/05/2013,25.8,42402900
21/05/2013,25.7,26261300
22/05/2013,25.2,45314500
23/05/2013,25.1,37663100
24/05/2013,24.3,58727900
28/05/2013,24.1,50079700
29/05/2013,23.3,64237800
30/05/2013,24.5,60733200
31/05/2013,24.4,35925000
03/06/2013,23.9,35733800
04/06/2013,23.5,34760800
05/06/2013,22.9,53819700
06/06/2013,23.0,31260700
07/06/2013,23.3,38699200
10/06/2013,24.3,58393000
11/06/2013,24.0,29885900
12/06/2013,23.8,26445800
13/06/2013,23.7,31189300
14/06/2013,23.6,30677100
17/06/2013,24.0,33664500
18/06/2013,24.2,36709100
19/06/2013,24.3,31790600
20/06/2013,23.9,42765600
21/06/2013,24.5,45833900
24/06/2013,23.9,40626000
25/06/2013,24.3,24713200
26/06/2013,24.2,29890300
27/06/2013,24.7,34694100
28/06/2013,24.9,96778900
01/07/2013,24.8,20582200
02/07/2013,24.4,18394100
03/07/2013,24.5,10404400
05/07/2013,24.4,20229500
08/07/2013,24.7,27064600
09/07/2013,25.5,30387900
10/07/2013,25.8,26721800
11/07/2013,25.8,26777400
12/07/2013,25.9,16537900
15/07/2013,26.3,24234000
16/07/2013,26.3,30817600
17/07/2013,26.7,21518500
18/07/2013,26.2,24806900
19/07/2013,25.9,46539700
22/07/2013,26.0,27526300
23/07/2013,26.1,28221600
24/07/2013,26.5,82635600
25/07/2013,34.4,365457900
26/07/2013,34.0,136028900
29/07/2013,35.4,124718800
30/07/2013,37.6,173582800
31/07/2013,36.8,154828700
01/08/2013,37.5,106066500
02/08/2013,38.0,73058500
05/08/2013,39.2,79994800
06/08/2013,38.5,63950800
07/08/2013,38.9,68854800
08/08/2013,38.5,41301000
09/08/2013,38.5,43532300
12/08/2013,38.2,31161000
13/08/2013,37.0,65379200
14/08/2013,36.7,48423900
15/08/2013,36.6,56521100
16/08/2013,37.1,45840800
19/08/2013,37.8,57609600
20/08/2013,38.4,57995200
21/08/2013,38.3,46116900
22/08/2013,38.5,21931200
23/08/2013,40.5,86442300
26/08/2013,41.3,94162400
27/08/2013,39.6,72695100
28/08/2013,40.5,57918200
29/08/2013,41.3,58303400
30/08/2013,41.3,67735100
03/09/2013,41.9,48774900
04/09/2013,41.8,42581900
05/09/2013,42.7,50035400
06/09/2013,44.0,117535700
09/09/2013,44.0,75794700
10/09/2013,43.6,54540300
11/09/2013,45.0,72328300
12/09/2013,44.8,68072300
13/09/2013,44.3,52765300
16/09/2013,42.5,70424200
17/09/2013,45.1,91934600
18/09/2013,45.2,79317000
19/09/2013,46.0,63972400
20/09/2013,47.5,115508400
23/09/2013,47.2,75177000
24/09/2013,48.5,136716100
25/09/2013,49.5,87879700
26/09/2013,50.4,98220100
27/09/2013,51.2,81410500
30/09/2013,50.2,100095000
01/10/2013,50.4,98114000
02/10/2013,50.3,62834000
03/10/2013,49.2,82045000
04/10/2013,51.0,74447000
07/10/2013,50.5,57204000
08/10/2013,47.1,136081000
09/10/2013,46.8,147297000
10/10/2013,49.0,99774000
11/10/2013,49.1,58428000
14/10/2013,49.5,68781000
15/10/2013,49.5,81167000
16/10/2013,51.1,64678000
17/10/2013,52.2,71522000
18/10/2013,54.2,88260000
21/10/2013,53.8,58235000
22/10/2013,52.7,83204000
23/10/2013,51.9,57207000
24/10/2013,52.5,46775000
25/10/2013,52.0,45085000
28/10/2013,50.2,73472000
29/10/2013,49.4,102143000
30/10/2013,49.0,127073000
31/10/2013,50.2,248809000
01/11/2013,49.8,95033000
04/11/2013,48.2,80371000
05/11/2013,50.1,76835000
06/11/2013,49.1,67889000
07/11/2013,47.6,97128000
08/11/2013,47.5,70731000
11/11/2013,46.2,80910000
12/11/2013,46.6,68196000
13/11/2013,48.7,79245000
14/11/2013,49.0,75117000
15/11/2013,49.0,42453000
18/11/2013,45.8,85910000
19/11/2013,46.4,75602000
20/11/2013,46.4,53933000
21/11/2013,46.7,34886000
22/11/2013,46.2,40545000
25/11/2013,44.8,82565000
26/11/2013,45.9,82016000
27/11/2013,46.5,44993000
29/11/2013,47.0,22953900
02/12/2013,47.1,50774000
03/12/2013,46.7,32086000
04/12/2013,48.6,60890000
05/12/2013,48.3,43855000
06/12/2013,47.9,42938000
09/12/2013,48.8,36056000
10/12/2013,50.3,68479000
11/12/2013,49.4,65776000
12/12/2013,51.8,92723000
13/12/2013,53.3,82641000
16/12/2013,53.8,85119000
17/12/2013,54.9,78751000
18/12/2013,55.6,76003000
19/12/2013,55.0,89753200
20/12/2013,55.1,239824000
23/12/2013,57.8,98297000
24/12/2013,58.0,46617800
26/12/2013,57.7,55101000
27/12/2013,55.4,60466000
30/12/2013,53.7,68307000
31/12/2013,54.7,43076200
02/01/2014,54.7,43195500
03/01/2014,54.6,38246200
06/01/2014,57.2,68852600
07/01/2014,57.9,77207400
08/01/2014,58.2,56682400
09/01/2014,57.2,92253300
10/01/2014,57.9,42449500
13/01/2014,55.9,63010900
14/01/2014,57.7,37503600
15/01/2014,57.6,33663400
16/01/2014,57.2,34541800
17/01/2014,56.3,40849200
21/01/2014,58.5,48669200
22/01/2014,57.5,61352900
23/01/2014,56.6,47951800
24/01/2014,54.5,55200700
27/01/2014,53.5,73924100
28/01/2014,55.1,48191200
29/01/2014,53.5,92995600
30/01/2014,61.1,150178900
31/01/2014,62.6,87794600
03/02/2014,61.5,74866600
04/02/2014,62.8,45985500
05/02/2014,62.2,51685100
06/02/2014,62.2,42086500
07/02/2014,64.3,60704300
10/02/2014,63.5,43666100
11/02/2014,64.8,45675600
12/02/2014,64.4,47282100
13/02/2014,67.3,61911700
14/02/2014,67.1,36694900
18/02/2014,67.3,43809900
19/02/2014,68.1,62087100
20/02/2014,69.6,130928900
21/02/2014,68.6,70932400
24/02/2014,70.8,76620300
25/02/2014,69.8,52077000
26/02/2014,69.3,55322700
27/02/2014,68.9,41653700
28/02/2014,68.5,66783700
03/03/2014,67.4,56824100
04/03/2014,68.8,42013500
05/03/2014,71.6,74567700
06/03/2014,70.8,46026500
07/03/2014,69.8,38927000
10/03/2014,72.0,59871600
11/03/2014,70.1,59408300
12/03/2014,70.9,46340500
13/03/2014,68.8,57091000
14/03/2014,67.7,48227000
17/03/2014,68.7,52197000
18/03/2014,69.2,40827000
19/03/2014,68.2,43981000
20/03/2014,67.0,44439000
21/03/2014,67.2,59999900
24/03/2014,64.1,85696000
25/03/2014,64.9,68786000
26/03/2014,60.4,97503900
27/03/2014,61.0,112650000
28/03/2014,60.0,67052000
31/03/2014,60.2,53011000
01/04/2014,62.6,59291000
02/04/2014,62.7,66277000
03/04/2014,59.5,83859000
04/04/2014,56.8,125214400
07/04/2014,57.0,108488000
08/04/2014,58.2,78836000
09/04/2014,62.4,100215000
10/04/2014,59.2,114988000
11/04/2014,58.5,91452000
14/04/2014,58.9,72325000
15/04/2014,59.1,108623000
16/04/2014,59.7,78774000
17/04/2014,58.9,88040000
21/04/2014,61.2,60364000
22/04/2014,63.0,60631000
23/04/2014,61.4,95908700
24/04/2014,60.9,138769000
25/04/2014,57.7,92502000
28/04/2014,56.1,107758000
29/04/2014,58.2,75557000
30/04/2014,59.8,76093000
01/05/2014,61.2,82429000
02/05/2014,60.5,54189000
05/05/2014,61.2,46057000
06/05/2014,58.5,55901000
07/05/2014,57.4,78587000
08/05/2014,56.8,61251000
09/05/2014,57.2,52584000
12/05/2014,59.8,48575000
13/05/2014,59.8,48525000
14/05/2014,59.2,47429000
15/05/2014,57.9,56814000
16/05/2014,58.0,47933000
19/05/2014,59.2,43034000
20/05/2014,58.6,53931000
21/05/2014,60.5,58992000
22/05/2014,60.5,54200000
23/05/2014,61.3,38294000
27/05/2014,63.5,55682000
28/05/2014,63.5,47795000
29/05/2014,63.8,42700000
30/05/2014,63.3,45253500
02/06/2014,63.1,35996000
03/06/2014,62.9,32217000
04/06/2014,63.3,36514000
05/06/2014,63.2,47352000
06/06/2014,62.5,42442000
09/06/2014,62.9,37617000
10/06/2014,65.8,69338000
11/06/2014,65.8,44242000
12/06/2014,64.3,55730000
13/06/2014,64.5,29419000
16/06/2014,64.2,31046000
17/06/2014,64.4,27715000
18/06/2014,65.6,35570000
19/06/2014,64.3,34245000
20/06/2014,64.5,46466000
23/06/2014,65.4,34560000
24/06/2014,65.7,57335000
25/06/2014,67.4,44308000
26/06/2014,67.1,47714000
27/06/2014,67.6,46461000
30/06/2014,67.3,27102800
01/07/2014,68.1,33243000
02/07/2014,66.4,41895000
03/07/2014,66.3,25203200
07/07/2014,65.3,28745000
08/07/2014,62.8,68926000
09/07/2014,65.0,51432000
10/07/2014,64.9,44422000
11/07/2014,66.3,39212000
14/07/2014,67.9,38537000
15/07/2014,67.2,44213200
16/07/2014,67.7,29541600
17/07/2014,66.4,38188000
18/07/2014,68.4,42456000
21/07/2014,69.4,49539000
22/07/2014,69.3,40398000
23/07/2014,71.3,78435000
24/07/2014,75.0,124168000
25/07/2014,75.2,45917000
28/07/2014,74.9,41725000
29/07/2014,73.7,41324000
30/07/2014,74.7,36853000
31/07/2014,72.7,43992000
01/08/2014,72.4,43535000
04/08/2014,73.5,30777000
05/08/2014,72.7,34986000
06/08/2014,72.5,30986000
07/08/2014,73.2,38141000
08/08/2014,73.1,27202000
11/08/2014,73.4,24591000
12/08/2014,72.8,27419000
13/08/2014,73.8,29266000
14/08/2014,74.3,22207000
15/08/2014,73.6,38846600
18/08/2014,74.6,23974000
19/08/2014,75.3,26679000
20/08/2014,74.8,22917000
21/08/2014,74.6,20102000
22/08/2014,74.6,20897000
25/08/2014,75.0,19734000
26/08/2014,76.0,23993000
27/08/2014,74.6,36323000
28/08/2014,73.9,21947000
29/08/2014,74.8,26241000
02/09/2014,76.7,34979000
03/09/2014,75.8,32389000
04/09/2014,75.9,26676000
05/09/2014,77.3,29476000
08/09/2014,77.9,28183000
09/09/2014,76.7,28882000
10/09/2014,77.4,29909000
11/09/2014,77.9,32219000
12/09/2014,77.5,26676800
15/09/2014,74.6,49679000
16/09/2014,76.1,37742000
17/09/2014,76.4,28693000
18/09/2014,77.0,23031000
19/09/2014,77.9,76671000
22/09/2014,76.8,31961000
23/09/2014,78.3,36814000
24/09/2014,78.5,30680000
25/09/2014,77.2,37533000
26/09/2014,78.8,28872000
29/09/2014,79.0,34031000
30/09/2014,79.0,35899000
01/10/2014,76.6,55090000
02/10/2014,77.1,36488000
03/10/2014,77.4,23340000
06/10/2014,77.6,25729000
07/10/2014,76.3,25317000
08/10/2014,77.5,32976000
09/10/2014,75.9,32487000
10/10/2014,72.9,52146000
13/10/2014,73.0,43938000
14/10/2014,73.6,50299000
15/10/2014,73.2,61528000
16/10/2014,72.6,53529000
17/10/2014,75.9,76342000
20/10/2014,76.9,34701000
21/10/2014,78.7,32252000
22/10/2014,78.4,41862000
23/10/2014,80.0,35056000
24/10/2014,80.7,32248000
27/10/2014,80.3,30169000
28/10/2014,80.8,74212000
29/10/2014,75.9,106120000
30/10/2014,74.1,83270000
31/10/2014,75.0,44544000
03/11/2014,73.9,40727000
04/11/2014,75.8,39326000
05/11/2014,74.8,35913000
06/11/2014,75.3,21383000
07/11/2014,75.6,20774000
10/11/2014,75.0,21575100
11/11/2014,74.6,18715700
12/11/2014,74.7,26536600
13/11/2014,74.3,26448500
14/11/2014,74.9,19476900
17/11/2014,74.2,28701200
18/11/2014,74.3,20690500
19/11/2014,73.3,25441200
20/11/2014,73.6,19154900
21/11/2014,73.8,23060400
24/11/2014,74.0,22103800
25/11/2014,75.6,32250200
26/11/2014,77.6,32695300
28/11/2014,77.7,15992000
01/12/2014,75.1,31789900
02/12/2014,75.5,16773900
03/12/2014,74.9,16689900
04/12/2014,75.2,14362800
05/12/2014,76.4,24306400
08/12/2014,76.5,25733900
09/12/2014,76.8,25358600
10/12/2014,76.2,32210500
11/12/2014,77.7,33462100
12/12/2014,77.8,28091600
15/12/2014,77.0,29396500
16/12/2014,74.7,31554600
17/12/2014,76.1,29203900
18/12/2014,78.4,34222100
19/12/2014,79.9,43335000
22/12/2014,81.4,31395800
23/12/2014,80.6,19865800
24/12/2014,80.8,7685500
26/12/2014,80.8,10647400
29/12/2014,80.0,14134700
30/12/2014,79.2,14370800
31/12/2014,78.0,19935400
02/01/2015,78.4,18177500
05/01/2015,77.2,26452200
06/01/2015,76.2,27399300
07/01/2015,76.2,22045300
08/01/2015,78.2,23961000
09/01/2015,77.7,21157000
12/01/2015,76.7,19190200
13/01/2015,76.4,25179600
14/01/2015,76.3,25918600
15/01/2015,74.1,34134000
16/01/2015,75.2,21791500
20/01/2015,76.2,22821600
21/01/2015,76.7,25096700
22/01/2015,77.7,19519500
23/01/2015,77.8,16746500
26/01/2015,77.5,19260800
27/01/2015,75.8,20110000
28/01/2015,76.2,53306400
29/01/2015,78.0,61293500
30/01/2015,75.9,42649500
02/02/2015,75.0,41955300
03/02/2015,75.4,26957700
04/02/2015,75.6,20277400
05/02/2015,75.6,15062600
06/02/2015,74.5,21211000
09/02/2015,74.4,16194300
10/02/2015,75.2,15811300
11/02/2015,76.5,20877400
12/02/2015,76.2,17235000
13/02/2015,75.7,18621900
17/02/2015,75.6,25254400
18/02/2015,76.7,22426400
19/02/2015,79.4,45851200
20/02/2015,79.9,36931700
23/02/2015,78.8,24139100
24/02/2015,78.4,18897100
25/02/2015,79.6,25593800
26/02/2015,80.4,31111900
27/02/2015,79.0,30739200
02/03/2015,79.8,21662500
03/03/2015,79.6,18635000
04/03/2015,80.9,28126700
05/03/2015,81.2,27825700
06/03/2015,80.0,24488600
09/03/2015,79.4,18925100
10/03/2015,77.6,23067100
11/03/2015,77.6,20215700
12/03/2015,78.9,16093300
13/03/2015,78.1,18557300
16/03/2015,78.1,19305400
17/03/2015,79.4,22170000
18/03/2015,80.9,36912400
19/03/2015,82.8,42099500
20/03/2015,83.8,44466300
23/03/2015,84.4,27357300
24/03/2015,85.3,32576500
25/03/2015,82.9,37436100
26/03/2015,83.0,32794800
27/03/2015,83.3,18372600
30/03/2015,83.2,24527700
31/03/2015,82.2,19734300
01/04/2015,81.7,22058200
02/04/2015,81.6,19664100
06/04/2015,82.4,19062900
07/04/2015,82.3,17467000
08/04/2015,82.3,18966700
09/04/2015,82.2,15927300
10/04/2015,82.0,12529700
13/04/2015,83.0,26883100
14/04/2015,83.5,19634200
15/04/2015,82.7,22390900
16/04/2015,82.3,13769700
17/04/2015,80.8,24215000
20/04/2015,83.1,28796800
21/04/2015,83.6,27171900
22/04/2015,84.6,45548000
23/04/2015,82.4,73728100
24/04/2015,81.5,29660400
27/04/2015,81.9,25446000
28/04/2015,80.7,23775300
29/04/2015,80.5,26430300
30/04/2015,78.8,28999000
01/05/2015,79.0,24136400
04/05/2015,78.8,14692000
05/05/2015,77.6,22311300
06/05/2015,78.1,28663000
07/05/2015,78.4,19749400
08/05/2015,78.5,19943600
11/05/2015,78.0,18874100
12/05/2015,77.5,21285300
13/05/2015,78.4,21512300
14/05/2015,81.4,49438000
15/05/2015,80.4,27069900
18/05/2015,80.9,21613700
19/05/2015,80.6,17955400
20/05/2015,80.6,23056900
21/05/2015,80.5,13402700
22/05/2015,80.5,19567900
26/05/2015,79.3,16321300
27/05/2015,80.6,14160900
28/05/2015,80.2,11982000
29/05/2015,79.2,16134600
01/06/2015,80.3,18119000
02/06/2015,80.4,18923300
03/06/2015,82.4,31775000
04/06/2015,82.1,20863900
05/06/2015,82.1,16143100
08/06/2015,80.7,16915500
09/06/2015,80.7,16497500
10/06/2015,82.2,21531200
11/06/2015,81.8,18656800
12/06/2015,81.5,11417900
15/06/2015,80.7,18805100
16/06/2015,81.1,13693700
17/06/2015,81.8,18350300
18/06/2015,82.9,26782600
19/06/2015,82.5,23353200
22/06/2015,84.7,29383100
23/06/2015,87.9,50667900
24/06/2015,88.9,41370200
25/06/2015,88.0,27302000
26/06/2015,88.0,38214600
29/06/2015,85.8,35957900
30/06/2015,85.8,23016500
01/07/2015,86.9,25260000
02/07/2015,87.3,16908800
06/07/2015,87.6,24635900
07/07/2015,87.2,33059900
08/07/2015,85.7,24399300
09/07/2015,85.9,23307400
10/07/2015,87.9,23245900
13/07/2015,90.1,29976700
14/07/2015,89.7,26627800
15/07/2015,89.8,30886600
16/07/2015,90.8,21804100
17/07/2015,95.0,54001600
20/07/2015,97.9,54860500
21/07/2015,98.4,39453300
22/07/2015,97.0,28299500
23/07/2015,95.4,29418800
24/07/2015,96.9,33444900
27/07/2015,94.2,38585400
28/07/2015,95.3,35236000
29/07/2015,97.0,64648300
30/07/2015,95.2,86211300
31/07/2015,94.0,46509000
03/08/2015,94.1,29343100
04/08/2015,94.1,20136000
05/08/2015,96.4,29813200
06/08/2015,95.1,42271300
07/08/2015,94.3,23199100
10/08/2015,94.2,21624200
11/08/2015,93.6,22491000
12/08/2015,94.2,27050500
13/08/2015,93.4,17451800
14/08/2015,94.4,15929700
17/08/2015,93.9,18313500
18/08/2015,95.2,22278800
19/08/2015,95.3,23251300
20/08/2015,90.6,44598200
21/08/2015,86.1,62778700
24/08/2015,82.1,83710700
25/08/2015,83.0,52021200
26/08/2015,87.2,45124300
27/08/2015,89.7,42431400
28/08/2015,91.0,33215900
31/08/2015,89.4,32850700
01/09/2015,87.2,36097400
02/09/2015,89.9,27190500
03/09/2015,88.2,27048200
04/09/2015,88.3,27328700
08/09/2015,89.5,27012500
09/09/2015,90.4,32551100
10/09/2015,92.0,26437400
11/09/2015,92.1,21185000
14/09/2015,92.3,20127900
15/09/2015,92.9,18859400
16/09/2015,93.4,16321200
17/09/2015,94.3,27841800
18/09/2015,94.4,62300000
21/09/2015,95.6,28790000
22/09/2015,93.0,36888900
23/09/2015,94.0,21701400
24/09/2015,94.4,29106000
25/09/2015,92.8,28961600
28/09/2015,89.2,41199900
29/09/2015,86.7,42281800
30/09/2015,89.9,36169100
01/10/2015,90.9,29283700
02/10/2015,92.1,37881700
05/10/2015,94.0,27292500
06/10/2015,92.8,22172800
07/10/2015,92.4,24129300
08/10/2015,92.5,27290500
09/10/2015,93.2,20012900
12/10/2015,94.3,18449600
13/10/2015,94.1,19480300
14/10/2015,94.1,19253400
15/10/2015,96.0,27557500
16/10/2015,97.5,25412900
19/10/2015,98.5,23729900
20/10/2015,97.0,30881800
21/10/2015,97.1,21917800
22/10/2015,99.7,26392100
23/10/2015,102.2,42809700
26/10/2015,103.8,25961200
27/10/2015,103.7,23795500
28/10/2015,104.2,24081500
29/10/2015,104.9,20316700
30/10/2015,102.0,33487100
02/11/2015,103.3,24003900
03/11/2015,102.6,21242300
04/11/2015,103.9,43469300
05/11/2015,108.8,63232900
06/11/2015,107.1,35084300
09/11/2015,106.5,26383500
10/11/2015,107.9,25031700
11/11/2015,109.0,25057100
12/11/2015,108.0,20924700
13/11/2015,103.9,30278400
16/11/2015,104.0,49309200
17/11/2015,105.1,26807200
18/11/2015,107.8,23836500
19/11/2015,106.3,25520600
20/11/2015,107.3,22129600
23/11/2015,106.9,19897200
24/11/2015,105.7,23577300
25/11/2015,105.4,15150800
27/11/2015,105.4,5913100
30/11/2015,104.2,20383200
01/12/2015,107.1,22781900
02/12/2015,106.1,24429100
03/12/2015,104.4,23236500
04/12/2015,106.2,21224700
07/12/2015,105.6,15474900
08/12/2015,106.5,20401800
09/12/2015,104.6,23517300
10/12/2015,105.4,17454300
11/12/2015,102.1,26427700
14/12/2015,104.7,24648100
15/12/2015,104.6,21764300
16/12/2015,106.8,22680500
17/12/2015,106.2,21675700
18/12/2015,104.0,35994200
21/12/2015,104.8,16138800
22/12/2015,105.5,14597100
23/12/2015,104.6,19599700
24/12/2015,105.0,6501800
28/12/2015,105.9,13069700
29/12/2015,107.3,17179900
30/12/2015,106.2,13115000
31/12/2015,104.7,18391100
04/01/2016,102.2,37912400
05/01/2016,102.7,23258200
06/01/2016,103.0,25096200
07/01/2016,97.9,45172900
08/01/2016,97.3,35402300
11/01/2016,97.5,29932400
12/01/2016,99.4,28395400
13/01/2016,95.4,33410600
14/01/2016,98.4,48658600
15/01/2016,95.0,46132800
